1,-1,246.0,74.0,50.0,64.0,99.00564,-1,-1,-1
1,-1,279.0,16.0,44.0,62.0,97.02284,-1,-1,-1
1,-1,152.0,234.0,65.0,43.0,75.86639,-1,-1,-1
1,-1,110.0,84.0,86.0,155.0,74.45435,-1,-1,-1
1,-1,193.0,101.0,48.0,60.0,72.96987,-1,-1,-1
2,-1,252.0,71.0,47.0,61.0,99.949956,-1,-1,-1
2,-1,292.0,23.0,36.0,52.0,99.693716,-1,-1,-1
2,-1,199.0,89.0,48.0,67.0,99.24678,-1,-1,-1
2,-1,156.0,228.0,65.0,47.0,97.760254,-1,-1,-1
2,-1,121.0,74.0,84.0,167.0,73.81761,-1,-1,-1
2,-1,113.0,69.0,98.0,179.0,50.386965,-1,-1,-1
3,-1,296.0,13.0,39.0,60.0,99.920326,-1,-1,-1
3,-1,203.0,85.0,49.0,70.0,99.89741,-1,-1,-1
3,-1,258.0,69.0,46.0,60.0,99.890244,-1,-1,-1
3,-1,123.0,70.0,92.0,177.0,81.063175,-1,-1,-1
3,-1,162.0,225.0,59.0,43.0,76.34459,-1,-1,-1
4,-1,208.0,81.0,48.0,70.0,99.89889,-1,-1,-1
4,-1,260.0,64.0,51.0,63.0,97.50314399999999,-1,-1,-1
4,-1,299.0,8.0,41.0,61.0,91.74512,-1,-1,-1
4,-1,127.0,61.0,91.0,183.0,79.593486,-1,-1,-1
4,-1,169.0,220.0,59.0,46.0,68.109506,-1,-1,-1
5,-1,266.0,62.0,50.0,62.0,99.96777999999999,-1,-1,-1
5,-1,211.0,80.0,48.0,67.0,99.913365,-1,-1,-1
5,-1,305.0,10.0,36.0,55.0,99.89145,-1,-1,-1
5,-1,170.0,218.0,66.0,46.0,87.59467,-1,-1,-1
5,-1,138.0,65.0,75.0,163.0,55.959225,-1,-1,-1
6,-1,269.0,59.0,48.0,64.0,99.92251399999999,-1,-1,-1
6,-1,214.0,74.0,49.0,69.0,99.88609600000001,-1,-1,-1
6,-1,167.0,216.0,68.0,46.0,98.56022,-1,-1,-1
6,-1,309.0,5.0,36.0,55.0,97.53382,-1,-1,-1
6,-1,137.0,64.0,76.0,151.0,57.890296,-1,-1,-1
7,-1,272.0,56.0,46.0,63.0,99.9463,-1,-1,-1
7,-1,218.0,71.0,46.0,68.0,99.932396,-1,-1,-1
7,-1,311.0,5.0,36.0,53.0,99.86504000000001,-1,-1,-1
7,-1,165.0,214.0,72.0,46.0,99.53965500000001,-1,-1,-1
8,-1,219.0,67.0,48.0,71.0,99.906784,-1,-1,-1
8,-1,275.0,52.0,45.0,65.0,99.74481,-1,-1,-1
8,-1,171.0,212.0,67.0,45.0,99.46007999999999,-1,-1,-1
8,-1,310.0,0.0,39.0,53.0,93.95124299999999,-1,-1,-1
9,-1,223.0,65.0,47.0,71.0,99.91197000000001,-1,-1,-1
9,-1,278.0,49.0,46.0,64.0,99.88869,-1,-1,-1
9,-1,169.0,209.0,71.0,48.0,99.87509,-1,-1,-1
9,-1,310.0,2.0,45.0,45.0,91.35108,-1,-1,-1
9,-1,144.0,49.0,81.0,169.0,64.4571,-1,-1,-1
10,-1,224.0,62.0,47.0,71.0,99.91671,-1,-1,-1
10,-1,280.0,47.0,47.0,63.0,99.89511,-1,-1,-1
10,-1,178.0,208.0,63.0,47.0,97.10632,-1,-1,-1
11,-1,283.0,44.0,47.0,65.0,99.95372,-1,-1,-1
11,-1,226.0,61.0,48.0,69.0,99.919635,-1,-1,-1
11,-1,182.0,205.0,64.0,48.0,99.660516,-1,-1,-1
11,-1,150.0,43.0,71.0,165.0,78.19346,-1,-1,-1
11,-1,321.0,0.0,36.0,41.0,72.593176,-1,-1,-1
12,-1,285.0,41.0,48.0,65.0,99.899894,-1,-1,-1
12,-1,182.0,205.0,67.0,46.0,99.77549,-1,-1,-1
12,-1,228.0,55.0,51.0,72.0,99.65109,-1,-1,-1
12,-1,153.0,43.0,71.0,161.0,59.589040000000004,-1,-1,-1
12,-1,151.0,44.0,80.0,175.0,51.40627,-1,-1,-1
13,-1,290.0,38.0,43.0,64.0,99.933016,-1,-1,-1
13,-1,185.0,203.0,65.0,47.0,99.87629700000001,-1,-1,-1
13,-1,232.0,52.0,47.0,71.0,99.769396,-1,-1,-1
14,-1,291.0,35.0,44.0,65.0,99.94112000000001,-1,-1,-1
14,-1,184.0,201.0,68.0,48.0,99.9368,-1,-1,-1
14,-1,235.0,48.0,46.0,72.0,99.91662500000001,-1,-1,-1
14,-1,155.0,40.0,80.0,172.0,59.31452,-1,-1,-1
15,-1,293.0,33.0,47.0,65.0,99.903584,-1,-1,-1
15,-1,236.0,46.0,49.0,73.0,99.85311999999999,-1,-1,-1
16,-1,295.0,30.0,47.0,64.0,99.90941,-1,-1,-1
16,-1,238.0,45.0,47.0,71.0,99.86125,-1,-1,-1
16,-1,162.0,36.0,84.0,191.0,68.188834,-1,-1,-1
17,-1,297.0,28.0,45.0,65.0,99.900925,-1,-1,-1
17,-1,239.0,43.0,47.0,70.0,99.87270000000001,-1,-1,-1
17,-1,162.0,34.0,87.0,192.0,60.130452999999996,-1,-1,-1
18,-1,297.0,25.0,48.0,68.0,99.8966,-1,-1,-1
18,-1,241.0,40.0,46.0,69.0,99.664307,-1,-1,-1
18,-1,165.0,31.0,77.0,172.0,53.554522999999996,-1,-1,-1
19,-1,300.0,24.0,46.0,67.0,99.8237,-1,-1,-1
19,-1,243.0,37.0,46.0,68.0,99.816966,-1,-1,-1
19,-1,195.0,197.0,65.0,42.0,79.638416,-1,-1,-1
20,-1,302.0,19.0,45.0,67.0,99.952304,-1,-1,-1
20,-1,243.0,33.0,50.0,71.0,99.85838,-1,-1,-1
20,-1,196.0,193.0,65.0,46.0,99.52679,-1,-1,-1
20,-1,694.0,482.0,72.0,55.0,52.355856,-1,-1,-1
20,-1,165.0,32.0,89.0,177.0,51.207159999999995,-1,-1,-1
21,-1,245.0,29.0,50.0,73.0,99.92623999999999,-1,-1,-1
21,-1,307.0,17.0,42.0,67.0,99.90609,-1,-1,-1
21,-1,693.0,475.0,77.0,63.0,85.59106,-1,-1,-1
21,-1,776.0,473.0,75.0,66.0,77.01673,-1,-1,-1
22,-1,247.0,27.0,51.0,73.0,99.912435,-1,-1,-1
22,-1,308.0,16.0,45.0,67.0,99.47695,-1,-1,-1
22,-1,199.0,189.0,64.0,45.0,99.17806,-1,-1,-1
22,-1,691.0,470.0,77.0,68.0,98.753303,-1,-1,-1
22,-1,775.0,471.0,79.0,67.0,81.851906,-1,-1,-1
23,-1,198.0,187.0,68.0,48.0,99.93188400000001,-1,-1,-1
23,-1,250.0,24.0,50.0,74.0,99.922824,-1,-1,-1
23,-1,691.0,466.0,77.0,72.0,99.28972999999999,-1,-1,-1
