1,-1,441.0,279.0,26.0,22.0,0.99646544,1,-1
1,-1,651.0,279.0,17.0,17.0,0.9953945,1,-1
1,-1,571.0,221.0,15.0,14.0,0.9895772,1,-1
1,-1,676.0,301.0,18.0,22.0,0.98374546,1,-1
1,-1,800.0,288.0,26.0,21.0,0.9817825,1,-1
1,-1,785.0,262.0,20.0,17.0,0.978239,1,-1
1,-1,492.0,255.0,21.0,16.0,0.965683,1,-1
1,-1,662.0,224.0,12.0,14.0,0.9215417,1,-1
1,-1,824.0,223.0,33.0,13.0,0.91530555,1,-1
1,-1,661.0,245.0,15.0,16.0,0.88496405,1,-1
1,-1,593.0,202.0,13.0,14.0,0.8720014,1,-1
1,-1,622.0,217.0,12.0,13.0,0.8562344,1,-1
1,-1,681.0,196.0,13.0,13.0,0.8536176,1,-1
1,-1,696.0,206.0,13.0,15.0,0.83134866,1,-1
1,-1,575.0,198.0,16.0,14.0,0.8180793,1,-1
1,-1,629.0,192.0,11.0,12.0,0.8162878,1,-1
1,-1,637.0,225.0,13.0,15.0,0.7776388,1,-1
1,-1,633.0,248.0,20.0,21.0,0.77602327,1,-1
1,-1,590.0,202.0,13.0,14.0,0.7220082,1,-1
1,-1,620.0,216.0,12.0,13.0,0.6599584,1,-1
1,-1,638.0,230.0,17.0,16.0,0.64193386,1,-1
1,-1,680.0,236.0,16.0,15.0,0.56720805,1,-1
1,-1,680.0,238.0,12.0,17.0,0.53233737,1,-1
2,-1,440.0,279.0,26.0,22.0,0.99879384,1,-1
2,-1,651.0,279.0,17.0,17.0,0.9943942,1,-1
2,-1,800.0,287.0,25.0,21.0,0.98938835,1,-1
2,-1,571.0,222.0,15.0,14.0,0.98770195,1,-1
2,-1,676.0,300.0,18.0,22.0,0.9842135,1,-1
2,-1,491.0,256.0,20.0,16.0,0.9818117,1,-1
2,-1,785.0,262.0,20.0,17.0,0.9795543,1,-1
2,-1,825.0,224.0,33.0,13.0,0.93101,1,-1
2,-1,662.0,224.0,12.0,13.0,0.9237933,1,-1
2,-1,573.0,198.0,16.0,14.0,0.85755163,1,-1
2,-1,660.0,245.0,15.0,16.0,0.8560539,1,-1
2,-1,593.0,202.0,13.0,14.0,0.8536762,1,-1
2,-1,681.0,196.0,13.0,14.0,0.8477338,1,-1
2,-1,622.0,217.0,12.0,13.0,0.84572077,1,-1
2,-1,696.0,205.0,13.0,15.0,0.8292754,1,-1
2,-1,633.0,248.0,20.0,20.0,0.790561,1,-1
2,-1,629.0,192.0,11.0,12.0,0.78393465,1,-1
2,-1,637.0,225.0,13.0,15.0,0.7726634,1,-1
2,-1,638.0,231.0,17.0,16.0,0.67695135,1,-1
2,-1,774.0,217.0,34.0,14.0,0.66820025,1,-1
2,-1,620.0,216.0,12.0,13.0,0.66073334,1,-1
2,-1,590.0,203.0,13.0,14.0,0.6291556,1,-1
2,-1,679.0,236.0,16.0,15.0,0.59910333,1,-1
2,-1,698.0,238.0,15.0,19.0,0.5452537,1,-1
2,-1,680.0,238.0,12.0,17.0,0.5417649,1,-1
2,-1,636.0,235.0,18.0,17.0,0.52354896,1,-1
3,-1,439.0,279.0,26.0,22.0,0.9986879,1,-1
3,-1,651.0,279.0,17.0,17.0,0.99423146,1,-1
3,-1,570.0,222.0,15.0,13.0,0.9888642,1,-1
3,-1,785.0,261.0,20.0,18.0,0.98783886,1,-1
3,-1,491.0,256.0,20.0,16.0,0.9865675,1,-1
3,-1,800.0,288.0,25.0,21.0,0.9814016,1,-1
3,-1,676.0,300.0,18.0,22.0,0.97495306,1,-1
3,-1,825.0,223.0,33.0,14.0,0.94882625,1,-1
3,-1,662.0,224.0,12.0,13.0,0.920129,1,-1
3,-1,593.0,203.0,13.0,14.0,0.85277736,1,-1
3,-1,622.0,217.0,12.0,13.0,0.82978594,1,-1
3,-1,660.0,245.0,15.0,16.0,0.8296483,1,-1
3,-1,681.0,196.0,13.0,13.0,0.82748455,1,-1
3,-1,697.0,205.0,13.0,15.0,0.78923583,1,-1
3,-1,573.0,199.0,16.0,14.0,0.75649315,1,-1
3,-1,629.0,191.0,11.0,12.0,0.70632905,1,-1
3,-1,637.0,225.0,13.0,15.0,0.705607,1,-1
3,-1,619.0,216.0,12.0,13.0,0.6888054,1,-1
3,-1,590.0,204.0,13.0,14.0,0.6468892,1,-1
3,-1,775.0,217.0,33.0,14.0,0.64576775,1,-1
3,-1,701.0,238.0,15.0,22.0,0.62377834,1,-1
3,-1,680.0,236.0,17.0,15.0,0.62344694,1,-1
3,-1,698.0,238.0,15.0,18.0,0.5614089,1,-1
3,-1,637.0,231.0,17.0,15.0,0.55045134,1,-1
3,-1,697.0,209.0,13.0,16.0,0.5380996,1,-1
3,-1,680.0,238.0,12.0,17.0,0.52600163,1,-1
3,-1,633.0,247.0,17.0,24.0,0.5067189,1,-1
4,-1,438.0,280.0,26.0,21.0,0.9976082,1,-1
4,-1,651.0,279.0,17.0,17.0,0.99240935,1,-1
4,-1,489.0,256.0,22.0,16.0,0.9892378,1,-1
4,-1,570.0,222.0,16.0,13.0,0.98748535,1,-1
4,-1,785.0,262.0,20.0,17.0,0.98390746,1,-1
4,-1,826.0,223.0,32.0,14.0,0.981501,1,-1
4,-1,676.0,300.0,18.0,21.0,0.97009397,1,-1
4,-1,801.0,288.0,25.0,20.0,0.95402974,1,-1
4,-1,662.0,224.0,12.0,13.0,0.9142354,1,-1
4,-1,593.0,203.0,13.0,14.0,0.8376575,1,-1
4,-1,682.0,196.0,13.0,13.0,0.81659645,1,-1
4,-1,621.0,218.0,12.0,13.0,0.8153923,1,-1
4,-1,774.0,217.0,35.0,14.0,0.8096701,1,-1
4,-1,697.0,205.0,13.0,15.0,0.7741639,1,-1
4,-1,661.0,245.0,15.0,16.0,0.77007973,1,-1
4,-1,629.0,192.0,11.0,12.0,0.7155102,1,-1
4,-1,680.0,236.0,16.0,15.0,0.70512736,1,-1
4,-1,577.0,200.0,16.0,13.0,0.7044461,1,-1
4,-1,637.0,225.0,12.0,15.0,0.70181453,1,-1
4,-1,619.0,217.0,12.0,13.0,0.6951571,1,-1
4,-1,637.0,230.0,16.0,15.0,0.58041483,1,-1
4,-1,680.0,238.0,12.0,17.0,0.57170004,1,-1
4,-1,590.0,204.0,13.0,14.0,0.56539804,1,-1
4,-1,701.0,238.0,15.0,22.0,0.5038168,1,-1
5,-1,437.0,280.0,27.0,21.0,0.9967789,1,-1
5,-1,651.0,279.0,17.0,17.0,0.99401385,1,-1
5,-1,489.0,256.0,23.0,16.0,0.9890956,1,-1
5,-1,785.0,262.0,20.0,18.0,0.98572505,1,-1
5,-1,570.0,222.0,15.0,14.0,0.98288095,1,-1
5,-1,826.0,223.0,31.0,14.0,0.97136176,1,-1
5,-1,676.0,299.0,19.0,22.0,0.96199346,1,-1
5,-1,801.0,288.0,25.0,20.0,0.95956933,1,-1
5,-1,774.0,217.0,35.0,14.0,0.9207756,1,-1
5,-1,662.0,224.0,12.0,13.0,0.90663207,1,-1
5,-1,682.0,195.0,13.0,14.0,0.8401726,1,-1
5,-1,592.0,203.0,13.0,14.0,0.8319912,1,-1
5,-1,621.0,218.0,12.0,13.0,0.818344,1,-1
5,-1,680.0,236.0,17.0,15.0,0.7772309,1,-1
5,-1,660.0,245.0,15.0,17.0,0.7750403,1,-1
5,-1,697.0,205.0,13.0,15.0,0.7635248,1,-1
5,-1,575.0,200.0,16.0,13.0,0.7201447,1,-1
5,-1,636.0,225.0,13.0,15.0,0.67679024,1,-1
5,-1,629.0,191.0,10.0,12.0,0.6517259,1,-1
5,-1,680.0,237.0,12.0,17.0,0.6246031,1,-1
5,-1,633.0,249.0,17.0,22.0,0.6160835,1,-1
5,-1,698.0,238.0,15.0,18.0,0.5712052,1,-1
5,-1,637.0,230.0,16.0,15.0,0.56532264,1,-1
5,-1,589.0,204.0,13.0,14.0,0.563096,1,-1
6,-1,488.0,256.0,23.0,16.0,0.99441504,1,-1
6,-1,650.0,279.0,17.0,17.0,0.9933049,1,-1
6,-1,437.0,280.0,26.0,20.0,0.9828462,1,-1
6,-1,801.0,288.0,25.0,21.0,0.9811457,1,-1
6,-1,569.0,223.0,15.0,14.0,0.97958755,1,-1
6,-1,786.0,262.0,19.0,17.0,0.9771577,1,-1
6,-1,826.0,223.0,32.0,14.0,0.97373587,1,-1
6,-1,774.0,217.0,35.0,14.0,0.9418086,1,-1
6,-1,676.0,298.0,18.0,22.0,0.9064905,1,-1
6,-1,662.0,223.0,12.0,14.0,0.8956921,1,-1
6,-1,660.0,245.0,15.0,17.0,0.85635704,1,-1
6,-1,592.0,203.0,13.0,14.0,0.80933005,1,-1
6,-1,680.0,236.0,17.0,16.0,0.80021924,1,-1
6,-1,682.0,195.0,13.0,14.0,0.797954,1,-1
6,-1,621.0,218.0,13.0,13.0,0.79287446,1,-1
6,-1,636.0,225.0,13.0,15.0,0.7260995,1,-1
6,-1,574.0,200.0,15.0,13.0,0.7109003,1,-1
6,-1,637.0,230.0,17.0,16.0,0.6995798,1,-1
6,-1,697.0,204.0,13.0,14.0,0.6831668,1,-1
6,-1,632.0,248.0,20.0,21.0,0.6717584,1,-1
6,-1,680.0,237.0,12.0,18.0,0.6517273,1,-1
6,-1,629.0,191.0,10.0,12.0,0.6389929,1,-1
6,-1,636.0,235.0,18.0,17.0,0.5745445,1,-1
6,-1,589.0,205.0,13.0,14.0,0.5396453,1,-1
6,-1,698.0,237.0,16.0,19.0,0.5200136,1,-1
7,-1,487.0,256.0,23.0,17.0,0.99377584,1,-1
7,-1,650.0,278.0,17.0,17.0,0.9919105,1,-1
7,-1,801.0,288.0,25.0,21.0,0.97947264,1,-1
7,-1,786.0,262.0,19.0,17.0,0.97812575,1,-1
7,-1,569.0,224.0,15.0,14.0,0.97646415,1,-1
7,-1,437.0,280.0,26.0,21.0,0.9700589,1,-1
7,-1,827.0,223.0,31.0,14.0,0.95852435,1,-1
7,-1,676.0,297.0,18.0,22.0,0.9286495,1,-1
7,-1,775.0,217.0,35.0,14.0,0.9224499,1,-1
